episode,collision_object_1,collision_object_2,collision_count,ground_object_1,ground_object_2,ground_object_3,available_drop_object_1,available_drop_object_2,available_drop_object_3,dropped_object
281,Dumbbell,Octahedron,1,Octahedron,Pyramid,TriangularPrism,Dumbbell,Pyramid,Torus,Dumbbell
282,Dumbbell,Cube,1,Bowl,Dumbbell,Sphere,Cube,Torus,TriangularPrism,Cube
283,Bowl,Cube,1,Bowl,Dumbbell,Torus,Cone,Cube,TriangularPrism,Cube
284,Cylinder,Ring,1,Bowl,Cylinder,Pentagon,Bowl,Octahedron,Ring,Ring
285,TriangularPrism,Cone,1,Cube,Octahedron,TriangularPrism,Cone,Cube,Octahedron,Cone
286,None,None,0,Cone,Cube,Cylinder,Pentagon,Pipe,Ring,Pentagon
287,Sphere,Ring,2,Cone,Pipe,Ring,Octahedron,Pentagon,Sphere,Sphere
288,Pipe,Bowl,1,Pipe,Ring,Torus,Bowl,Cone,Pyramid,Bowl
289,None,None,0,Cone,Cube,Cylinder,Cylinder,Pipe,Ring,Cylinder
290,None,None,0,Dumbbell,Pyramid,TriangularPrism,Dumbbell,Pentagon,Torus,Torus
291,Octahedron,TriangularPrism,1,Pyramid,Torus,TriangularPrism,Cube,Octahedron,Torus,Octahedron
292,Cone,Torus,1,Cone,Dumbbell,Torus,Cone,Cylinder,Torus,Torus
293,None,None,0,Cylinder,Pentagon,Sphere,Bowl,Pyramid,Torus,Bowl
294,None,None,0,Cylinder,Pipe,Sphere,Octahedron,Ring,TriangularPrism,TriangularPrism
295,None,None,0,Pyramid,Torus,TriangularPrism,Cube,Pipe,Torus,Torus
296,Octahedron,Dumbbell,2,Dumbbell,Octahedron,TriangularPrism,Octahedron,Pyramid,Ring,Octahedron
297,None,None,0,Bowl,Cone,Dumbbell,Bowl,Cone,Octahedron,Octahedron
298,Pyramid,Torus,1,Pipe,Pyramid,Ring,Pentagon,Torus,TriangularPrism,Torus
299,Pipe,Cylinder,2,Cylinder,Pipe,Ring,Pipe,Torus,TriangularPrism,Pipe
300,Ring,Ring,2,Ring,Torus,TriangularPrism,Cylinder,Dumbbell,Ring,Ring
301,None,None,0,Cube,Octahedron,Pentagon,Bowl,Pipe,Pyramid,Bowl
302,None,None,0,Cylinder,Pyramid,Sphere,Pipe,Ring,Sphere,Ring
303,None,None,0,Dumbbell,Pentagon,Torus,Octahedron,Pipe,Sphere,Octahedron
304,None,None,0,Cone,Octahedron,TriangularPrism,Bowl,Cube,Pipe,Cube
305,TriangularPrism,Pipe,3,Pipe,Sphere,TriangularPrism,Bowl,Cube,Pipe,Pipe
306,Sphere,Bowl,1,Bowl,Cube,Sphere,Cone,Cylinder,Sphere,Sphere
307,Bowl,Cylinder,1,Bowl,Cone,Torus,Cylinder,Octahedron,TriangularPrism,Cylinder
308,Pipe,Octahedron,1,Cube,Pipe,Sphere,Cone,Cylinder,Octahedron,Octahedron
309,None,None,0,Pipe,Torus,TriangularPrism,Cone,Sphere,Torus,Sphere
310,Octahedron,Cone,1,Cylinder,Octahedron,Pyramid,Cone,Pyramid,Sphere,Cone
311,None,None,0,Cube,Octahedron,Torus,Cone,Ring,Torus,Cone
312,None,None,0,Cube,Pentagon,TriangularPrism,Pentagon,Ring,Sphere,Sphere
313,Cylinder,Torus,1,Bowl,Cylinder,TriangularPrism,Octahedron,Torus,TriangularPrism,Torus
314,Ring,TriangularPrism,1,Cylinder,Sphere,TriangularPrism,Cylinder,Pentagon,Ring,Ring
315,Sphere,Dumbbell,1,Cube,Cylinder,Sphere,Dumbbell,Ring,TriangularPrism,Dumbbell
316,Cube,Dumbbell,1,Cone,Cube,Pyramid,Cone,Cylinder,Dumbbell,Dumbbell
317,None,None,0,Cone,Cylinder,Pyramid,Cylinder,Octahedron,Torus,Torus
318,None,None,0,Bowl,Cylinder,Pipe,Cone,Pyramid,TriangularPrism,Cone
319,TriangularPrism,Octahedron,2,Cone,Cylinder,Octahedron,Cube,Pentagon,TriangularPrism,TriangularPrism
320,None,None,0,Cube,Sphere,TriangularPrism,Bowl,Sphere,Torus,Bowl
321,Sphere,Pentagon,3,Cylinder,Dumbbell,Pentagon,Cylinder,Sphere,TriangularPrism,Sphere
322,Octahedron,Pipe,1,Octahedron,Sphere,Torus,Pentagon,Pipe,Sphere,Pipe
323,None,None,0,Cylinder,Octahedron,TriangularPrism,Octahedron,Pyramid,Torus,Torus
324,None,None,0,Bowl,Cube,Ring,Cube,Pyramid,Torus,Torus
325,None,None,0,Cone,Cube,Pyramid,Bowl,Octahedron,Ring,Ring
326,Cylinder,Octahedron,1,Cone,Cylinder,Pyramid,Cylinder,Octahedron,Pipe,Octahedron
327,None,None,0,Cone,Cylinder,Sphere,Bowl,Cylinder,Ring,Ring
328,Sphere,Torus,2,Cylinder,Sphere,Torus,Cube,Ring,Torus,Torus
329,None,None,0,Bowl,Pentagon,Sphere,Cube,Cylinder,Torus,Cylinder
330,None,None,0,Cylinder,Dumbbell,TriangularPrism,Cylinder,Ring,Sphere,Ring
331,Pipe,Ring,3,Cylinder,Octahedron,Ring,Cube,Pipe,Sphere,Pipe
332,None,None,0,Cone,Pentagon,TriangularPrism,Octahedron,Pipe,Torus,Pipe
333,None,None,0,Cone,Cylinder,Sphere,Cone,Cylinder,TriangularPrism,Cylinder
334,Cone,Bowl,1,Bowl,Cone,Cylinder,Cone,Dumbbell,Pentagon,Cone
335,Torus,Pentagon,1,Octahedron,Pentagon,Torus,Dumbbell,Sphere,Torus,Torus
336,Octahedron,Octahedron,1,Cylinder,Octahedron,Pentagon,Octahedron,Pentagon,Torus,Octahedron
337,Cone,Bowl,2,Cone,Pipe,TriangularPrism,Bowl,Dumbbell,Sphere,Bowl
338,Octahedron,Cube,1,Dumbbell,Octahedron,TriangularPrism,Bowl,Cube,Pipe,Cube
339,Cube,Dumbbell,1,Cube,Dumbbell,Ring,Cube,Cylinder,Pyramid,Cube
340,None,None,0,Bowl,Pipe,TriangularPrism,Dumbbell,Octahedron,Sphere,Sphere
341,None,None,0,Cone,Ring,Torus,Cube,Torus,TriangularPrism,Cube
342,None,None,0,Cone,Dumbbell,Sphere,Cube,Pentagon,Torus,Pentagon
343,Ring,Sphere,1,Cone,Pentagon,Ring,Ring,Sphere,TriangularPrism,Sphere
344,Torus,Cube,1,Bowl,Cone,Cube,Bowl,Pipe,Torus,Torus
345,Pipe,Octahedron,1,Cone,Octahedron,Pyramid,Cylinder,Pipe,TriangularPrism,Pipe
346,Ring,Cylinder,1,Cylinder,Pipe,Torus,Dumbbell,Ring,Torus,Ring
347,Dumbbell,Dumbbell,2,Cylinder,Dumbbell,Ring,Dumbbell,Octahedron,Pyramid,Dumbbell
348,Bowl,Torus,1,Bowl,Cube,Pentagon,Cone,Dumbbell,Torus,Torus
349,Ring,Cone,1,Cone,Sphere,TriangularPrism,Dumbbell,Pipe,Ring,Ring
350,TriangularPrism,Pyramid,2,Pipe,Pyramid,TriangularPrism,Bowl,Cone,Pyramid,Pyramid
351,Cube,Cube,1,Cube,Pentagon,Ring,Cube,Sphere,Torus,Cube
352,None,None,0,Cube,Pipe,Torus,Cone,Dumbbell,Sphere,Dumbbell
353,None,None,0,Cylinder,Pentagon,Sphere,Pyramid,Torus,TriangularPrism,TriangularPrism
354,None,None,0,Cone,Pentagon,Pyramid,Octahedron,Pentagon,Pipe,Octahedron
355,Octahedron,Cone,1,Cone,Pyramid,Torus,Cube,Octahedron,Sphere,Octahedron
356,Octahedron,Cube,2,Cube,Cylinder,TriangularPrism,Octahedron,Pentagon,Pipe,Octahedron
357,None,None,0,Cone,Cube,Octahedron,Cone,Dumbbell,TriangularPrism,Cone
358,Dumbbell,Pipe,2,Cube,Dumbbell,Pyramid,Octahedron,Pipe,TriangularPrism,Pipe
359,TriangularPrism,TriangularPrism,1,Cylinder,Octahedron,TriangularPrism,Octahedron,Pyramid,TriangularPrism,TriangularPrism
360,None,None,0,Cylinder,Ring,Torus,Cube,Cylinder,Pyramid,Cylinder
361,Octahedron,Cone,1,Cone,Cube,Pentagon,Cone,Octahedron,Sphere,Octahedron
362,Pyramid,Cone,3,Pipe,Pyramid,Torus,Bowl,Cone,TriangularPrism,Cone
363,Dumbbell,Ring,7,Dumbbell,Pipe,Ring,Cube,Ring,Sphere,Ring
364,None,None,0,Pentagon,Sphere,Torus,Ring,Sphere,Torus,Ring
365,Sphere,Cone,1,Cone,Pipe,Pyramid,Octahedron,Sphere,TriangularPrism,Sphere
366,Cylinder,Pyramid,1,Bowl,Cylinder,Pipe,Pentagon,Pyramid,Ring,Pyramid
367,None,None,0,Cube,Cylinder,Octahedron,Dumbbell,Pipe,Sphere,Pipe
368,Cube,Bowl,1,Cube,Dumbbell,Pentagon,Bowl,Cube,Cylinder,Bowl
369,Pyramid,Bowl,1,Bowl,Pentagon,Pipe,Pipe,Pyramid,TriangularPrism,Pyramid
370,Pentagon,Cone,4,Cone,Torus,TriangularPrism,Bowl,Pentagon,Torus,Pentagon
371,Torus,Pyramid,1,Cube,Pyramid,Ring,Cone,Pentagon,Torus,Torus
372,None,None,0,Bowl,Dumbbell,Ring,Bowl,Ring,Torus,Bowl
373,Torus,Cylinder,1,Bowl,Cube,Torus,Cube,Cylinder,Ring,Cylinder
374,Pentagon,Octahedron,1,Octahedron,Pipe,Torus,Dumbbell,Pentagon,TriangularPrism,Pentagon
375,None,None,0,Pentagon,Pipe,TriangularPrism,Dumbbell,Ring,Sphere,Sphere
376,Octahedron,Pyramid,2,Dumbbell,Octahedron,Ring,Pyramid,Sphere,TriangularPrism,Pyramid
377,None,None,0,Dumbbell,Pyramid,Torus,Cone,Cube,Pipe,Cone
378,None,None,0,Bowl,Torus,TriangularPrism,Cube,Pyramid,TriangularPrism,TriangularPrism
379,None,None,0,Bowl,Torus,TriangularPrism,Cylinder,Ring,TriangularPrism,Cylinder
380,Octahedron,Bowl,1,Cube,Octahedron,Pentagon,Bowl,Pentagon,Pipe,Bowl
381,None,None,0,Cone,Cube,Torus,Cylinder,Pentagon,TriangularPrism,Pentagon
382,Cone,Pipe,1,Cone,Octahedron,Sphere,Dumbbell,Pipe,Ring,Pipe
383,Cube,Bowl,2,Cube,Sphere,Torus,Bowl,Pentagon,Sphere,Bowl
384,Sphere,Torus,1,Octahedron,Pipe,Torus,Bowl,Sphere,Torus,Sphere
385,Torus,Pipe,1,Bowl,Cylinder,Torus,Cube,Octahedron,Pipe,Pipe
386,None,None,0,Cone,Pipe,Pyramid,Cube,Cylinder,Ring,Ring
387,Cylinder,Dumbbell,1,Cylinder,Pentagon,Sphere,Dumbbell,Pyramid,Torus,Dumbbell
388,None,None,0,Cone,Cylinder,Pentagon,Octahedron,Ring,Torus,Torus
389,Pipe,Ring,1,Dumbbell,Octahedron,Ring,Dumbbell,Pentagon,Pipe,Pipe
390,None,None,0,Cylinder,Pipe,Torus,Dumbbell,Pipe,Pyramid,Dumbbell
391,Bowl,Cube,2,Cube,Cylinder,Pyramid,Bowl,Cube,Pipe,Bowl
392,None,None,0,Bowl,Cone,Dumbbell,Cone,Pyramid,TriangularPrism,TriangularPrism
393,Pipe,Sphere,1,Cube,Pipe,Sphere,Dumbbell,Pyramid,Sphere,Sphere
394,Bowl,Cylinder,1,Cylinder,Dumbbell,Octahedron,Bowl,Cone,TriangularPrism,Bowl
395,None,None,0,Cube,Pipe,TriangularPrism,Dumbbell,Pipe,Sphere,Dumbbell
396,None,None,0,Cylinder,Pentagon,TriangularPrism,Octahedron,Pipe,Torus,Pipe
397,Octahedron,Ring,1,Octahedron,Pentagon,TriangularPrism,Ring,Sphere,Torus,Ring
398,Cylinder,Octahedron,1,Cylinder,Sphere,TriangularPrism,Cylinder,Dumbbell,Octahedron,Octahedron
399,None,None,0,Cylinder,Octahedron,Sphere,Cone,Pipe,Sphere,Cone
400,Pipe,Cylinder,2,Dumbbell,Pipe,Torus,Cylinder,Sphere,TriangularPrism,Cylinder
401,Pipe,Octahedron,1,Octahedron,Pentagon,Pipe,Octahedron,Pipe,Pyramid,Pipe
402,Octahedron,Ring,2,Cone,Cube,Ring,Cube,Octahedron,TriangularPrism,Octahedron
403,Cube,Cone,1,Cube,Pentagon,Pyramid,Cone,Cylinder,Dumbbell,Cone
404,Ring,Dumbbell,1,Dumbbell,Pentagon,Pipe,Cone,Pipe,Ring,Ring
405,Bowl,Pentagon,2,Cone,Pentagon,Ring,Bowl,Cylinder,Pyramid,Bowl
406,Cone,TriangularPrism,4,Dumbbell,Ring,TriangularPrism,Cone,Octahedron,Torus,Cone
407,None,None,0,Cone,Ring,Torus,Bowl,Cube,Cylinder,Bowl
408,None,None,0,Octahedron,Ring,Sphere,Bowl,Cone,Pyramid,Pyramid
409,None,None,0,Cube,Dumbbell,Pipe,Bowl,Octahedron,Ring,Ring
410,Dumbbell,Pipe,2,Pipe,Pyramid,Torus,Cone,Cube,Dumbbell,Dumbbell
411,Pipe,Bowl,1,Bowl,Pipe,Ring,Dumbbell,Pipe,Torus,Pipe
412,Dumbbell,Pentagon,1,Bowl,Cube,Pentagon,Cone,Dumbbell,Torus,Dumbbell
413,Pyramid,Pyramid,2,Pipe,Pyramid,Ring,Cylinder,Dumbbell,Pyramid,Pyramid
414,Pipe,TriangularPrism,1,Cone,Octahedron,TriangularPrism,Cone,Pipe,Ring,Pipe
415,Pyramid,Cylinder,1,Cylinder,Pyramid,Sphere,Dumbbell,Pyramid,Sphere,Pyramid
416,None,None,0,Cone,Pentagon,Pipe,Bowl,Cylinder,Octahedron,Octahedron
417,Pentagon,Cylinder,2,Dumbbell,Pentagon,Sphere,Cylinder,Dumbbell,Pentagon,Cylinder
418,None,None,0,Bowl,Pentagon,Pyramid,Cone,Cube,Pipe,Cube
419,Dumbbell,Bowl,1,Bowl,Ring,TriangularPrism,Dumbbell,Pyramid,Torus,Dumbbell
420,None,None,0,Pentagon,Sphere,Torus,Pipe,Torus,TriangularPrism,Pipe
421,TriangularPrism,Pipe,1,Bowl,Cone,Pipe,Bowl,Pentagon,TriangularPrism,TriangularPrism
422,Cube,Dumbbell,1,Bowl,Cube,Dumbbell,Bowl,Dumbbell,Torus,Dumbbell
423,None,None,0,Cube,Dumbbell,Pyramid,Pentagon,Pyramid,TriangularPrism,TriangularPrism
424,Pyramid,Bowl,1,Bowl,Cone,Sphere,Cone,Pyramid,Ring,Pyramid
425,Sphere,TriangularPrism,1,Octahedron,Pipe,Sphere,Pentagon,Sphere,TriangularPrism,TriangularPrism
426,None,None,0,Pyramid,Ring,Sphere,Cube,Cylinder,Ring,Cube
427,Ring,Pyramid,3,Dumbbell,Ring,Torus,Cylinder,Dumbbell,Pyramid,Pyramid
428,None,None,0,Pyramid,Sphere,Torus,Cone,Pyramid,Torus,Torus
429,Sphere,Torus,1,Pipe,Torus,TriangularPrism,Pentagon,Ring,Sphere,Sphere
430,None,None,0,Dumbbell,Octahedron,Sphere,Bowl,Dumbbell,Pipe,Pipe
431,Cone,Pentagon,2,Cone,Pentagon,Pyramid,Cone,Pyramid,Ring,Cone
432,Pipe,Pyramid,2,Cube,Pipe,Torus,Octahedron,Pyramid,Sphere,Pyramid
433,None,None,0,Cube,Octahedron,Pentagon,Cube,Ring,Sphere,Cube
434,Dumbbell,Ring,1,Bowl,Dumbbell,Pentagon,Pipe,Ring,TriangularPrism,Ring
435,Bowl,Pentagon,1,Octahedron,Pentagon,Pyramid,Bowl,Pentagon,TriangularPrism,Bowl
436,Octahedron,Cone,1,Cone,Cube,Sphere,Octahedron,Pyramid,Sphere,Octahedron
437,Sphere,Pentagon,1,Pipe,Sphere,TriangularPrism,Pentagon,Pipe,Pyramid,Pentagon
438,Pyramid,Dumbbell,1,Bowl,Cube,Pyramid,Cylinder,Dumbbell,Pentagon,Dumbbell
439,None,None,0,Dumbbell,Torus,TriangularPrism,Dumbbell,Pentagon,TriangularPrism,TriangularPrism
440,None,None,0,Cylinder,Dumbbell,Sphere,Dumbbell,Pentagon,Sphere,Sphere
441,Cylinder,TriangularPrism,1,Bowl,Cube,TriangularPrism,Cube,Cylinder,Ring,Cylinder
442,Cube,Pyramid,1,Cube,Cylinder,Pentagon,Pyramid,Ring,Sphere,Pyramid
443,None,None,0,Cone,Cube,Ring,Cube,Cylinder,Octahedron,Cylinder
444,Bowl,Pentagon,1,Pentagon,Ring,Sphere,Bowl,Octahedron,Sphere,Bowl
445,Torus,Cylinder,1,Bowl,Cylinder,Torus,Cube,Cylinder,Octahedron,Cylinder
446,None,None,0,Cube,Cylinder,Dumbbell,Cone,Dumbbell,Pipe,Pipe
447,None,None,0,Octahedron,Pyramid,Sphere,Bowl,Cone,Torus,Bowl
448,TriangularPrism,Dumbbell,2,Cone,Ring,TriangularPrism,Bowl,Cube,Dumbbell,Dumbbell
449,Pentagon,Octahedron,1,Cone,Octahedron,Sphere,Octahedron,Pentagon,Pyramid,Pentagon
450,Pipe,Pentagon,2,Bowl,Pipe,Ring,Pentagon,Pyramid,Torus,Pentagon
451,TriangularPrism,Bowl,1,Bowl,Pentagon,Sphere,Pyramid,Torus,TriangularPrism,TriangularPrism
452,None,None,0,Cylinder,Pyramid,Sphere,Cube,Cylinder,Dumbbell,Dumbbell
453,Torus,TriangularPrism,1,Cylinder,Pyramid,Torus,Dumbbell,Pyramid,TriangularPrism,TriangularPrism
454,None,None,0,Cone,Dumbbell,Pipe,Bowl,Ring,Sphere,Bowl
455,Cylinder,Sphere,1,Cylinder,Sphere,TriangularPrism,Cylinder,Pipe,TriangularPrism,Cylinder
456,Bowl,TriangularPrism,1,Cone,Dumbbell,TriangularPrism,Bowl,Cube,Torus,Bowl
457,None,None,0,Bowl,Cylinder,Dumbbell,Cylinder,Pipe,Pyramid,Pipe
458,Octahedron,TriangularPrism,1,Cylinder,Octahedron,Pentagon,Dumbbell,Octahedron,TriangularPrism,TriangularPrism
459,Octahedron,Pyramid,1,Dumbbell,Pentagon,Pyramid,Bowl,Octahedron,Pyramid,Octahedron
460,Cube,Pipe,1,Bowl,Cube,Ring,Dumbbell,Pipe,Torus,Pipe
461,Dumbbell,Pentagon,1,Cone,Pentagon,Torus,Dumbbell,Pentagon,Pipe,Dumbbell
462,None,None,0,Cone,Octahedron,Sphere,Dumbbell,Pipe,Pyramid,Pipe
463,Cube,Ring,1,Cone,Cube,Cylinder,Cone,Pentagon,Ring,Ring
464,Cylinder,Octahedron,1,Cube,Cylinder,Dumbbell,Octahedron,Pipe,Torus,Octahedron
465,Pentagon,Pentagon,1,Cone,Pentagon,Sphere,Cylinder,Pentagon,TriangularPrism,Pentagon
466,None,None,0,Cylinder,Octahedron,TriangularPrism,Cylinder,Pentagon,Pipe,Cylinder
467,Dumbbell,Pentagon,2,Bowl,Dumbbell,Torus,Dumbbell,Octahedron,Pentagon,Pentagon
468,None,None,0,Octahedron,Pyramid,TriangularPrism,Bowl,Cube,Cylinder,Cube
469,Pyramid,Dumbbell,1,Cone,Dumbbell,Torus,Cone,Pyramid,Ring,Pyramid
470,Ring,Bowl,2,Bowl,Octahedron,Ring,Ring,Torus,TriangularPrism,Ring
471,Bowl,Cylinder,1,Cylinder,Pentagon,TriangularPrism,Bowl,Pentagon,Ring,Bowl
472,None,None,0,Cone,Cylinder,Octahedron,Cube,Pipe,Sphere,Cube
473,Pentagon,Ring,1,Pentagon,Torus,TriangularPrism,Cylinder,Octahedron,Ring,Ring
474,Octahedron,Torus,2,Bowl,Octahedron,Torus,Bowl,Octahedron,Sphere,Octahedron
475,Sphere,Pipe,1,Bowl,Pipe,Pyramid,Bowl,Cylinder,Sphere,Sphere
476,Pyramid,Torus,3,Pentagon,Ring,Torus,Cylinder,Pyramid,Torus,Pyramid
477,None,None,0,Bowl,Cone,Torus,Pyramid,Ring,Sphere,Sphere
478,None,None,0,Bowl,Cube,Cylinder,Octahedron,Ring,TriangularPrism,Octahedron
479,Torus,Torus,1,Dumbbell,Torus,TriangularPrism,Pentagon,Pipe,Torus,Torus
480,None,None,0,Cylinder,Pyramid,TriangularPrism,Cube,Dumbbell,Pyramid,Pyramid
481,None,None,0,Bowl,Pipe,Ring,Bowl,Cylinder,Octahedron,Cylinder
482,None,None,0,Cone,Pentagon,Torus,Bowl,Octahedron,Pipe,Bowl
483,TriangularPrism,Cone,1,Cube,Cylinder,TriangularPrism,Cone,Cube,Dumbbell,Cone
484,TriangularPrism,Sphere,1,Pyramid,Ring,Sphere,Sphere,Torus,TriangularPrism,TriangularPrism
485,None,None,0,Pipe,Sphere,TriangularPrism,Cone,Cylinder,Dumbbell,Cylinder
486,Sphere,Bowl,1,Bowl,Sphere,TriangularPrism,Bowl,Ring,TriangularPrism,Bowl
487,None,None,0,Cube,Ring,TriangularPrism,Cone,Cube,Torus,Cone
488,None,None,0,Pipe,Sphere,TriangularPrism,Octahedron,Torus,TriangularPrism,Octahedron
489,None,None,0,Bowl,Dumbbell,Pentagon,Cone,Cube,Ring,Cone
490,None,None,0,Cone,Pentagon,Sphere,Bowl,Cylinder,Sphere,Cylinder
491,Cylinder,Octahedron,1,Dumbbell,Octahedron,TriangularPrism,Cylinder,Dumbbell,Octahedron,Cylinder
492,Octahedron,Torus,2,Cube,Ring,Torus,Octahedron,Pipe,Ring,Octahedron
493,Pentagon,Sphere,1,Cylinder,Pentagon,Ring,Cone,Pyramid,Sphere,Sphere
494,Dumbbell,Cylinder,1,Bowl,Dumbbell,Pipe,Bowl,Cylinder,Sphere,Cylinder
495,None,None,0,Dumbbell,Pentagon,Pipe,Cube,Octahedron,Pipe,Cube
496,None,None,0,Bowl,Cone,Sphere,Bowl,Octahedron,Pipe,Pipe
497,Cone,Bowl,1,Cone,Pentagon,Ring,Bowl,Cylinder,Torus,Bowl
498,Cylinder,Torus,1,Cone,Cylinder,Pipe,Dumbbell,Torus,TriangularPrism,Torus
499,None,None,0,Cone,Pyramid,TriangularPrism,Cylinder,Pentagon,Ring,Pentagon
500,None,None,0,Cone,Dumbbell,Torus,Bowl,Cube,Pyramid,Pyramid
501,Pyramid,Torus,1,Cube,Pentagon,Torus,Octahedron,Pyramid,TriangularPrism,Pyramid
502,Ring,TriangularPrism,1,Cube,Torus,TriangularPrism,Cone,Octahedron,Ring,Ring
503,Cone,Pipe,2,Cone,Cylinder,Pyramid,Pentagon,Pipe,TriangularPrism,Pipe
504,Torus,Pentagon,2,Cube,Cylinder,Pentagon,Pentagon,Sphere,Torus,Torus
505,TriangularPrism,Sphere,1,Cube,Cylinder,TriangularPrism,Cone,Sphere,Torus,Sphere
506,None,None,0,Bowl,Octahedron,Pentagon,Bowl,Dumbbell,Pyramid,Dumbbell
507,None,None,0,Bowl,Pyramid,Sphere,Octahedron,Ring,Torus,Octahedron
508,None,None,0,Dumbbell,Pipe,Ring,Cylinder,Ring,TriangularPrism,TriangularPrism
509,Cube,Ring,1,Dumbbell,Octahedron,Ring,Cube,Sphere,TriangularPrism,Cube
510,None,None,0,Dumbbell,Pentagon,Torus,Cone,Torus,TriangularPrism,Torus
511,Pipe,Cylinder,1,Bowl,Cylinder,Torus,Cube,Pipe,Torus,Pipe
512,Cone,Cone,2,Cone,Dumbbell,Pipe,Cone,Dumbbell,Pipe,Cone
513,Ring,Pipe,1,Pentagon,Ring,TriangularPrism,Octahedron,Pipe,Torus,Pipe
514,Octahedron,TriangularPrism,1,Dumbbell,Ring,TriangularPrism,Dumbbell,Octahedron,Pentagon,Octahedron
515,TriangularPrism,Cube,1,Cone,Cube,Pyramid,Cone,Torus,TriangularPrism,TriangularPrism
516,TriangularPrism,Bowl,1,Bowl,Pyramid,Torus,Cone,Dumbbell,TriangularPrism,TriangularPrism
517,Octahedron,Dumbbell,1,Bowl,Octahedron,Torus,Dumbbell,Torus,TriangularPrism,Dumbbell
518,Bowl,Pyramid,1,Bowl,Cylinder,Sphere,Cylinder,Pyramid,Torus,Pyramid
519,Pentagon,Sphere,2,Cube,Pyramid,Sphere,Pentagon,Ring,TriangularPrism,Pentagon
520,None,None,0,Cone,Cube,Ring,Bowl,Cone,Pyramid,Pyramid
521,Pipe,Cone,1,Cone,Cylinder,Pyramid,Cube,Dumbbell,Pipe,Pipe
522,None,None,0,Cube,Octahedron,Sphere,Bowl,Cone,Sphere,Sphere
523,TriangularPrism,Sphere,1,Cylinder,Sphere,TriangularPrism,Cube,Octahedron,Sphere,Sphere
524,None,None,0,Cone,Cube,Cylinder,Bowl,Pentagon,Pipe,Pentagon
525,TriangularPrism,Sphere,2,Cube,Pipe,TriangularPrism,Octahedron,Ring,Sphere,Sphere
526,None,None,0,Bowl,Ring,Sphere,Bowl,Pentagon,TriangularPrism,Bowl
527,Bowl,Pyramid,1,Bowl,Cube,Pyramid,Cube,Pyramid,Torus,Pyramid
528,None,None,0,Bowl,Cube,Dumbbell,Bowl,Cube,Sphere,Bowl
529,None,None,0,Cylinder,Pyramid,Sphere,Bowl,Cone,Pentagon,Cone
530,Torus,Cone,1,Pyramid,Torus,TriangularPrism,Cone,Cylinder,Octahedron,Cone
531,Bowl,TriangularPrism,2,Cone,Sphere,TriangularPrism,Bowl,Cone,Pentagon,Bowl
532,None,None,0,Cube,Dumbbell,Sphere,Bowl,Cylinder,Torus,Cylinder
533,Dumbbell,Sphere,1,Dumbbell,Ring,Torus,Cube,Pyramid,Sphere,Sphere
534,Octahedron,Pipe,1,Cube,Octahedron,Pentagon,Dumbbell,Pipe,Ring,Pipe
535,Torus,Cylinder,1,Cube,Octahedron,Torus,Bowl,Cylinder,Pipe,Cylinder
536,None,None,0,Cube,Cylinder,Torus,Bowl,Cone,Cylinder,Bowl
537,Cone,Pipe,1,Cone,Cube,Pipe,Cylinder,Octahedron,Pipe,Pipe
538,Torus,Sphere,2,Pentagon,Sphere,Torus,Bowl,Cylinder,Sphere,Sphere
539,None,None,0,Cube,Dumbbell,TriangularPrism,Cone,Cylinder,TriangularPrism,Cone
540,None,None,0,Cylinder,Dumbbell,Pyramid,Cube,Pentagon,Pipe,Cube
541,Cylinder,Bowl,1,Bowl,Pipe,Sphere,Cylinder,Pentagon,Pyramid,Cylinder
542,None,None,0,Bowl,Cone,Cylinder,Cylinder,Octahedron,Torus,Octahedron
543,None,None,0,Pyramid,Torus,TriangularPrism,Bowl,Torus,TriangularPrism,Torus
544,None,None,0,Bowl,Cube,TriangularPrism,Cube,Sphere,Torus,Sphere
545,None,None,0,Bowl,Dumbbell,Sphere,Cube,Cylinder,Dumbbell,Cube
546,Dumbbell,Cone,2,Cone,Pipe,Ring,Bowl,Dumbbell,Torus,Dumbbell
547,Torus,Torus,1,Octahedron,Pentagon,Torus,Octahedron,Pentagon,Torus,Torus
548,None,None,0,Cone,Cylinder,Octahedron,Bowl,Cube,Sphere,Sphere
549,Octahedron,Pipe,1,Cylinder,Octahedron,Pipe,Octahedron,Pipe,Ring,Octahedron
550,Pipe,Sphere,1,Pentagon,Pipe,Pyramid,Cone,Sphere,TriangularPrism,Sphere
551,None,None,0,Cone,Torus,TriangularPrism,Cylinder,Dumbbell,Sphere,Cylinder
552,None,None,0,Cone,Dumbbell,Sphere,Cube,Pyramid,Sphere,Sphere
553,Sphere,Pentagon,1,Dumbbell,Pipe,Sphere,Dumbbell,Pentagon,Pyramid,Pentagon
554,Octahedron,Cube,1,Dumbbell,Octahedron,Pipe,Cube,Dumbbell,Sphere,Cube
555,TriangularPrism,Torus,2,Dumbbell,Octahedron,TriangularPrism,Pyramid,Sphere,Torus,Torus
556,Ring,Pyramid,1,Cylinder,Ring,Sphere,Dumbbell,Octahedron,Pyramid,Pyramid
557,None,None,0,Cube,Octahedron,Torus,Cylinder,Pyramid,Torus,Torus
558,None,None,0,Cone,Cube,Pyramid,Cone,Octahedron,TriangularPrism,Cone
559,Torus,Pentagon,1,Octahedron,Pentagon,TriangularPrism,Cube,Sphere,Torus,Torus
